SenderID;ReceiverID;EventTime
157480;11023;2011-12-06 02:19:27
11023;157480;2011-12-06 02:21:43
11023;157480;2011-12-06 02:21:49
157480;11023;2011-12-06 02:32:36
11023;157480;2011-12-06 02:33:31
157480;11023;2011-12-06 02:34:58
157480;11023;2011-12-06 02:35:03
11023;157480;2011-12-06 02:38:52
11023;157480;2011-12-06 02:39:15
157480;11023;2011-12-06 02:41:06
157480;11023;2011-12-06 02:41:16
11023;157480;2011-12-06 02:52:10
157480;11023;2011-12-06 02:53:45
11023;157480;2011-12-06 02:56:54
157480;11023;2011-12-06 03:04:15
11023;157480;2011-12-06 05:08:25
11023;157480;2011-12-06 05:10:08
11023;157480;2011-12-06 05:11:36
11023;157480;2011-12-06 05:11:58
157480;11023;2011-12-06 05:12:23
11023;157480;2011-12-06 05:13:57
157480;11023;2011-12-06 05:15:50
157480;11023;2011-12-06 05:16:56
11023;157480;2011-12-06 05:18:56
157480;11023;2011-12-06 05:20:42
11023;157480;2011-12-06 05:21:08
157480;11023;2011-12-06 05:21:59
11023;157480;2011-12-06 05:22:47
157480;11023;2011-12-06 05:40:45
11023;157480;2011-12-06 05:41:20
157480;11023;2011-12-06 05:41:56
11023;157480;2011-12-06 05:42:33
157480;11023;2011-12-06 05:43:39
11023;157480;2011-12-06 05:46:09
157480;11023;2011-12-06 05:47:39
11023;157480;2011-12-06 05:50:15
157480;11023;2011-12-06 05:53:32
11023;157480;2011-12-06 05:56:21
157480;11023;2011-12-06 05:58:09
157480;11023;2011-12-06 05:58:19
11023;157480;2011-12-06 06:00:52
157480;11023;2011-12-06 06:02:40
11023;157480;2011-12-06 06:07:50
157480;11023;2011-12-06 06:12:53
11023;157480;2011-12-06 06:16:10
157480;11023;2011-12-06 06:26:44
11023;157480;2011-12-06 06:43:58
157480;11023;2011-12-06 07:02:03
157480;11023;2011-12-06 15:34:38
11023;157480;2011-12-06 15:35:33
157480;11023;2011-12-06 15:36:21
11023;157480;2011-12-06 15:37:36
11023;157480;2011-12-06 15:40:11
157480;11023;2011-12-06 15:41:19
11023;157480;2011-12-06 15:42:59
157480;11023;2011-12-06 15:43:41
11023;157480;2011-12-06 15:46:17
157480;11023;2011-12-06 15:51:40
11023;157480;2011-12-06 15:52:33
147795;11023;2011-12-06 15:53:31
11023;147795;2011-12-06 15:54:14
157480;11023;2011-12-06 15:54:22
11023;157480;2011-12-06 15:56:11
147795;11023;2011-12-06 16:02:49
147795;11023;2011-12-06 17:22:26
11023;147795;2011-12-06 17:22:42
11023;376627;2011-12-06 18:31:04
376627;11023;2011-12-06 18:38:24
11023;376627;2011-12-06 18:38:52
15723;11023;2011-12-06 21:45:15
11023;15723;2011-12-06 21:45:34
157480;11023;2011-12-06 21:58:21
11023;157480;2011-12-06 22:02:35
166980;11023;2011-12-06 22:11:02
157480;11023;2011-12-06 22:16:29
157480;11023;2011-12-06 22:23:13
157480;11023;2011-12-06 22:23:19
157480;11023;2011-12-06 22:23:44
11023;157480;2011-12-06 22:25:29
11023;144571;2011-12-06 22:25:56
11023;166980;2011-12-06 22:26:10
144571;11023;2011-12-06 22:26:34
11023;144571;2011-12-06 22:26:47
166980;11023;2011-12-06 22:26:59
144571;11023;2011-12-06 22:27:14
157480;11023;2011-12-06 22:27:25
11023;144571;2011-12-06 22:27:39
11023;157480;2011-12-06 22:28:25
166980;11023;2011-12-06 22:28:27
144571;11023;2011-12-06 22:28:59
144571;11023;2011-12-06 22:29:08
