SenderID;ReceiverID;EventTime;EventType;EventLength
10115;19245;2017-09-24 16:08:13;1;NA
10115;19245;2017-09-24 16:08:27;1;NA
10115;19245;2017-09-24 16:58:25;1;NA
10115;19245;2017-09-30 11:01:21;3;NA
10115;19245;2017-09-30 11:01:21;1;NA
10115;19245;2017-10-01 12:07:31;1;NA
10115;19245;2017-10-01 13:53:51;1;NA
10115;19245;2017-10-01 16:50:35;1;NA
10115;19245;2017-10-01 16:50:42;1;NA
10115;19245;2017-10-01 21:14:02;1;NA
10115;19245;2017-10-01 23:29:12;1;NA
10115;19245;2017-10-01 23:31:21;1;NA
19245;10115;2017-10-01 23:31:23;1;NA
10115;19245;2017-10-01 23:31:38;1;NA
19245;10115;2017-10-01 23:31:48;1;NA
10115;19245;2017-10-01 23:33:17;1;NA
19245;10115;2017-10-01 23:34:51;1;NA
10115;43710;2017-12-14 13:55:08;0;0
10115;43710;2017-12-14 18:53:55;1;NA
10115;43710;2017-12-14 18:54:34;1;NA
10115;43710;2017-12-14 18:54:47;1;NA
43710;10115;2017-12-14 18:55:10;1;NA
43710;10115;2017-12-14 18:55:26;1;NA
43710;10115;2017-12-14 18:55:34;1;NA
43710;10115;2017-12-14 18:55:49;1;NA
10115;43710;2017-12-14 18:55:56;1;NA
43710;10115;2017-12-14 18:55:58;1;NA
10115;43710;2017-12-14 18:56:01;1;NA
10115;43710;2017-12-14 18:56:15;1;NA
43710;10115;2017-12-14 18:56:40;1;NA
43710;10115;2017-12-14 21:59:03;1;NA
10115;43710;2017-12-14 22:49:28;1;NA
10115;43710;2017-12-14 22:49:54;1;NA
43710;10115;2017-12-14 23:01:02;1;NA
43710;10115;2017-12-14 23:01:15;1;NA
43710;10115;2017-12-14 23:01:21;1;NA
43710;10115;2017-12-14 23:01:28;1;NA
43710;10115;2017-12-14 23:01:47;1;NA
10115;43710;2017-12-14 23:02:03;1;NA
10115;43710;2017-12-14 23:02:27;1;NA
43710;10115;2017-12-14 23:03:07;1;NA
43710;10115;2017-12-14 23:04:35;3;NA
43710;10115;2017-12-14 23:04:35;1;NA
43710;10115;2017-12-14 23:05:06;1;NA
43710;10115;2017-12-14 23:05:24;1;NA
43710;10115;2017-12-14 23:06:25;1;NA
43710;10115;2017-12-14 23:07:17;1;NA
10115;43710;2017-12-14 23:20:20;1;NA
10115;43710;2017-12-14 23:20:22;1;NA
10115;43710;2017-12-14 23:20:25;1;NA
43710;10115;2017-12-14 23:20:44;1;NA
43710;10115;2017-12-14 23:20:52;1;NA
82490;10115;2017-12-17 11:42:59;1;NA
10115;82490;2017-12-19 10:35:19;1;NA
82490;10115;2017-12-19 10:51:38;1;NA
10115;82490;2017-12-19 10:52:06;1;NA
10115;43710;2018-02-11 10:59:44;1;NA
10115;43710;2018-02-11 10:59:50;1;NA
43710;10115;2018-02-11 18:24:23;1;NA
10115;43710;2018-02-11 18:24:39;1;NA
10115;43710;2018-02-11 18:24:43;1;NA
43710;10115;2018-02-11 18:25:18;1;NA
10115;43710;2018-02-11 18:25:26;1;NA
43710;10115;2018-02-11 18:26:04;1;NA
10115;43710;2018-05-03 18:00:59;1;NA
10115;43710;2018-05-03 18:01:06;1;NA
43710;10115;2018-05-03 18:09:12;1;NA
10115;43710;2018-05-03 18:09:49;1;NA
10115;43710;2018-05-03 18:09:51;1;NA
43710;10115;2018-05-03 18:10:14;1;NA
43710;10115;2018-05-03 18:10:59;1;NA
10115;43710;2018-05-03 18:11:11;1;NA
43710;10115;2018-05-03 18:11:23;1;NA
43710;10115;2018-05-03 18:11:29;1;NA
10115;43710;2018-06-13 17:45:13;1;NA
10115;43710;2018-06-13 17:45:14;1;NA
10115;43710;2018-10-31 13:47:28;1;NA
43710;10115;2018-12-02 16:58:02;1;NA
10115;43710;2018-12-02 20:59:16;1;NA
10115;43710;2018-12-02 21:04:52;1;NA
43710;10115;2018-12-02 21:05:40;1;NA
43710;10115;2018-12-02 21:05:52;1;NA
10115;43710;2018-12-05 02:03:39;1;NA
10115;43710;2018-12-05 02:04:00;1;NA
10115;43710;2018-12-05 02:05:57;1;NA
43710;10115;2018-12-05 07:04:09;1;NA
43710;10115;2018-12-05 07:04:15;1;NA
10115;43710;2018-12-05 07:45:03;1;NA
10115;43710;2018-12-05 07:45:56;1;NA
43710;10115;2018-12-05 07:49:37;1;NA
43710;10115;2018-12-05 07:49:49;1;NA
10115;43710;2018-12-05 08:32:46;1;NA
10115;43710;2018-12-05 08:32:48;1;NA
10115;21932;2018-12-10 10:44:14;1;NA
43710;10115;2018-12-13 20:58:21;1;NA
10115;43710;2018-12-14 00:01:54;1;NA
10115;43710;2018-12-14 00:52:05;1;NA
10115;43710;2018-12-14 00:52:46;1;NA
43710;10115;2018-12-14 09:26:35;1;NA
43710;10115;2018-12-14 09:27:25;1;NA
10115;43710;2018-12-14 21:17:19;1;NA
10115;43710;2018-12-14 21:17:20;1;NA
10115;43710;2018-12-14 22:22:08;1;NA
10115;43710;2018-12-14 22:22:24;1;NA
10115;43710;2018-12-14 23:12:32;1;NA
10115;43710;2018-12-14 23:23:17;1;NA
10115;43710;2018-12-14 23:31:56;1;NA
10115;43710;2018-12-14 23:32:47;1;NA
10115;43710;2018-12-15 00:10:51;1;NA
