SenderID;ReceiverID;EventTime;EventType;EventLength
10115;92038;2015-09-09 12:36:00;1;NA
72912;10115;2015-09-09 12:45:03;1;NA
10115;72912;2015-09-09 12:47:37;3;NA
10115;72912;2015-09-09 12:47:37;1;NA
72912;10115;2015-09-09 12:49:39;1;NA
10115;72912;2015-09-09 12:51:45;1;NA
72912;10115;2015-09-09 13:08:00;1;NA
92038;10115;2015-09-09 15:15:58;1;NA
10115;92038;2015-09-09 16:11:51;1;NA
92038;10115;2015-09-09 16:13:08;1;NA
10115;92038;2015-09-09 16:13:22;1;NA
10115;92038;2015-09-09 22:47:20;1;NA
92038;10115;2015-09-09 23:37:51;1;NA
10115;92038;2015-09-09 23:40:40;1;NA
92038;10115;2015-09-09 23:41:25;1;NA
10115;92038;2015-09-09 23:41:52;1;NA
10115;92038;2015-09-09 23:42:02;1;NA
92038;10115;2015-09-09 23:42:35;1;NA
10115;92038;2015-09-09 23:43:30;1;NA
92038;10115;2015-09-11 13:37:10;3;NA
92038;10115;2015-09-11 13:37:10;3;NA
92038;10115;2015-09-11 13:37:10;3;NA
92038;10115;2015-09-11 13:37:10;1;NA
10115;92038;2015-09-11 13:51:20;1;NA
92038;10115;2015-09-11 13:53:42;1;NA
10115;92038;2015-09-11 13:54:04;1;NA
92038;10115;2015-09-11 13:54:35;1;NA
10115;92038;2015-09-11 13:57:35;1;NA
92038;10115;2015-09-11 14:19:29;1;NA
10115;92038;2015-09-13 10:58:08;1;NA
92038;10115;2015-09-13 11:59:04;1;NA
92038;10115;2015-09-13 12:06:13;1;NA
10115;92038;2015-09-13 12:06:34;1;NA
92038;10115;2015-09-13 15:54:04;1;NA
92038;10115;2015-09-15 20:24:34;1;NA
10115;92038;2015-09-15 20:25:21;1;NA
92038;10115;2015-09-15 20:26:12;1;NA
10115;92038;2015-09-15 20:29:20;1;NA
10115;92038;2015-09-15 22:18:29;1;NA
92038;10115;2015-09-15 22:19:55;1;NA
92038;10115;2015-09-15 22:38:33;1;NA
92038;10115;2015-09-15 22:38:39;1;NA
10115;92038;2015-09-15 22:39:02;1;NA
92038;10115;2015-09-15 22:39:15;1;NA
92038;10115;2015-09-15 22:39:30;1;NA
10115;92038;2015-09-15 22:43:32;1;NA
92038;10115;2015-09-15 22:44:01;1;NA
10115;92038;2015-09-15 22:46:22;1;NA
92038;10115;2015-09-16 12:23:05;1;NA
10115;92038;2015-09-16 13:20:02;1;NA
10115;92038;2015-09-16 13:20:08;1;NA
92038;10115;2015-09-16 13:20:51;1;NA
10115;92038;2015-09-16 13:21:19;1;NA
92038;10115;2015-09-16 13:21:41;1;NA
10115;92038;2015-09-16 13:22:18;1;NA
92038;10115;2015-09-16 16:04:02;1;NA
10115;92038;2015-09-16 16:20:45;1;NA
92038;10115;2015-09-16 16:21:06;1;NA
10115;92038;2015-09-16 22:15:46;1;NA
92038;10115;2015-09-16 22:19:37;1;NA
10115;92038;2015-09-16 22:19:45;1;NA
92038;10115;2015-09-16 22:20:12;1;NA
10115;92038;2015-09-16 22:20:48;1;NA
92038;10115;2015-09-16 22:35:49;1;NA
10115;92038;2015-09-16 22:35:59;3;NA
10115;92038;2015-09-16 22:35:59;1;NA
92038;10115;2015-09-16 22:37:34;1;NA
92038;10115;2015-09-16 22:37:43;1;NA
10115;92038;2015-09-16 22:39:47;3;NA
10115;92038;2015-09-16 22:39:47;1;NA
10115;92038;2015-09-16 22:40:29;1;NA
92038;10115;2015-09-16 22:42:35;1;NA
10115;92038;2015-09-16 22:51:39;1;NA
92038;10115;2015-09-16 22:53:26;1;NA
10115;92038;2015-09-16 22:53:44;1;NA
92038;10115;2015-09-16 23:06:01;1;NA
92038;10115;2015-09-16 23:09:51;1;NA
10115;92038;2015-09-16 23:39:10;1;NA
92038;10115;2015-09-16 23:46:41;1;NA
92038;10115;2015-09-17 09:19:58;1;NA
10115;92038;2015-09-17 09:29:09;1;NA
92038;10115;2015-09-17 10:44:56;1;NA
10115;92038;2015-09-17 10:45:15;1;NA
92038;10115;2015-09-17 10:48:36;1;NA
10115;92038;2015-09-17 11:02:36;1;NA
10115;83612;2015-09-18 01:49:14;1;NA
10115;92038;2015-09-20 12:36:40;1;NA
92038;10115;2015-09-20 13:10:25;1;NA
10115;92038;2015-09-20 13:11:29;3;NA
10115;92038;2015-09-20 13:11:29;1;NA
92038;10115;2015-09-20 13:23:42;1;NA
10115;83612;2015-09-20 16:39:04;1;NA
92038;10115;2015-09-20 20:33:39;1;NA
10115;92038;2015-09-20 21:23:12;1;NA
10115;92038;2015-09-20 21:23:18;1;NA
92038;10115;2015-09-20 21:39:14;1;NA
92038;10115;2015-09-20 21:39:19;1;NA
10115;92038;2015-09-20 21:40:11;1;NA
92038;10115;2015-09-20 21:41:28;1;NA
10115;92038;2015-09-20 21:49:49;1;NA
92038;10115;2015-09-21 13:13:19;1;NA
10115;92038;2015-09-21 13:36:45;1;NA
10115;92038;2015-09-21 13:36:48;1;NA
92038;10115;2015-09-21 13:37:12;1;NA
10115;92038;2015-09-21 14:12:43;1;NA
10115;92038;2015-09-21 14:12:51;1;NA
10115;92038;2015-09-28 21:43:32;3;NA
10115;92038;2015-09-28 21:43:32;1;NA
92038;10115;2015-09-28 21:44:44;1;NA
10115;92038;2015-09-28 22:07:33;1;NA
92038;10115;2015-09-28 22:21:30;1;NA
92038;10115;2015-10-08 22:17:38;1;NA
10115;92038;2015-10-09 01:21:41;1;NA
19591;10115;2015-10-11 01:09:40;1;NA
10115;19591;2015-10-11 01:11:17;1;NA
10115;19591;2015-10-11 01:11:19;1;NA
19591;10115;2015-10-11 01:11:58;1;NA
10115;19591;2015-10-11 09:13:57;1;NA
19591;10115;2015-10-11 09:19:24;1;NA
10115;19591;2015-10-11 09:19:50;1;NA
10115;19591;2015-10-11 09:20:29;1;NA
19591;10115;2015-10-11 09:30:03;1;NA
10115;19591;2015-10-11 09:32:46;1;NA
19591;10115;2015-10-11 09:33:19;1;NA
10115;19591;2015-10-11 09:33:51;1;NA
19591;10115;2015-10-11 09:41:24;1;NA
10115;19591;2015-10-11 09:44:57;1;NA
19591;10115;2015-10-11 09:56:35;1;NA
10115;19591;2015-10-12 21:17:06;1;NA
19591;10115;2015-10-12 21:20:46;1;NA
10115;19591;2015-10-12 21:21:33;1;NA
10115;19591;2015-10-12 21:21:54;1;NA
19591;10115;2015-10-12 21:23:14;1;NA
19591;10115;2015-10-12 21:23:16;1;NA
10115;19591;2015-10-12 21:25:04;1;NA
19591;10115;2015-10-12 21:44:18;1;NA
19591;10115;2015-10-12 21:44:21;1;NA
10115;19591;2015-10-12 21:51:45;1;NA
19591;10115;2015-10-12 22:19:36;1;NA
10115;19591;2015-10-12 22:26:06;1;NA
19591;10115;2015-10-12 22:32:37;1;NA
10115;19591;2015-10-12 22:51:53;1;NA
10115;19591;2015-10-12 22:52:12;1;NA
19591;10115;2015-10-12 22:57:17;1;NA
19591;10115;2015-10-12 23:00:11;1;NA
10115;19591;2015-10-12 23:03:03;1;NA
19591;10115;2015-10-12 23:09:14;1;NA
19591;10115;2015-10-12 23:09:15;1;NA
10115;19591;2015-10-12 23:14:12;1;NA
19591;10115;2015-10-12 23:22:29;1;NA
10115;19591;2015-10-12 23:37:09;1;NA
10115;19591;2015-10-12 23:37:19;1;NA
19591;10115;2015-10-12 23:39:19;1;NA
10115;19591;2015-10-12 23:39:44;1;NA
10115;19591;2015-10-12 23:39:47;1;NA
19591;10115;2015-10-12 23:40:00;1;NA
19591;10115;2015-10-12 23:42:41;1;NA
10115;19591;2015-10-12 23:45:49;1;NA
10115;19591;2015-10-12 23:45:51;1;NA
19591;10115;2015-10-12 23:49:23;1;NA
10115;19591;2015-10-12 23:50:58;1;NA
19591;10115;2015-10-12 23:53:52;1;NA
19591;10115;2015-10-14 15:30:42;1;NA
10115;19591;2015-10-14 18:52:29;1;NA
10115;19591;2015-10-14 18:52:48;1;NA
19591;10115;2015-10-14 20:29:39;1;NA
10115;19591;2015-10-14 22:18:53;1;NA
19591;10115;2015-10-14 22:49:03;1;NA
10115;19591;2015-10-14 23:04:05;1;NA
19591;10115;2015-10-14 23:11:02;1;NA
10115;19591;2015-10-14 23:15:06;1;NA
10115;19591;2015-10-14 23:15:37;1;NA
19591;10115;2015-10-14 23:17:12;1;NA
19591;10115;2015-10-14 23:17:31;1;NA
10115;19591;2015-10-14 23:19:20;1;NA
10115;19591;2015-10-14 23:19:33;1;NA
19591;10115;2015-10-14 23:21:22;1;NA
19591;10115;2015-10-14 23:21:29;1;NA
10115;19591;2015-10-14 23:33:43;1;NA
10115;19591;2015-10-14 23:33:47;1;NA
19591;10115;2015-10-14 23:35:22;1;NA
19591;10115;2015-10-14 23:36:06;1;NA
10115;19591;2015-10-15 02:09:54;1;NA
10115;19591;2015-10-15 02:09:56;1;NA
10115;19591;2015-10-15 02:10:34;1;NA
19591;10115;2015-10-15 08:21:19;1;NA
19591;10115;2015-10-15 08:21:27;1;NA
10115;19591;2015-10-15 09:09:11;1;NA
10115;19591;2015-10-15 09:09:16;1;NA
19591;10115;2015-10-15 09:16:50;1;NA
19591;10115;2015-10-15 09:17:50;1;NA
10115;19591;2015-10-15 09:20:43;1;NA
10115;19591;2015-10-15 09:20:55;1;NA
19591;10115;2015-10-15 09:22:37;1;NA
10115;19591;2015-10-15 09:24:15;1;NA
10115;19591;2015-10-15 23:33:19;1;NA
19591;10115;2015-10-16 09:31:39;1;NA
19591;10115;2015-10-17 12:23:30;1;NA
10115;19591;2015-10-17 12:29:27;1;NA
19591;10115;2015-10-17 12:32:33;1;NA
10115;19591;2015-10-17 12:36:24;1;NA
19591;10115;2015-10-17 12:45:49;1;NA
19591;10115;2015-10-17 12:45:59;1;NA
19591;10115;2015-11-02 12:56:58;1;NA
10115;19591;2015-11-02 13:05:10;1;NA
19591;10115;2015-11-02 13:09:51;1;NA
10115;19591;2015-11-02 13:10:03;1;NA
19591;10115;2015-11-07 22:01:32;1;NA
10115;19591;2015-11-07 22:03:56;1;NA
19591;10115;2015-11-07 22:07:17;1;NA
10115;19591;2015-11-07 22:32:52;1;NA
19591;10115;2015-11-07 22:35:31;1;NA
19591;10115;2015-11-08 03:29:50;1;NA
10115;19591;2015-11-08 10:29:33;1;NA
19591;10115;2015-11-08 10:37:36;1;NA
10115;19591;2015-11-08 10:37:54;1;NA
10115;19591;2015-11-08 10:37:58;1;NA
19591;10115;2015-11-08 10:40:06;1;NA
10115;19591;2015-11-08 10:40:32;1;NA
19591;10115;2015-11-08 11:40:21;1;NA
19591;10115;2015-11-08 11:44:17;1;NA
10115;19591;2015-11-08 11:58:33;1;NA
19591;10115;2015-11-08 11:59:07;1;NA
19591;10115;2015-11-08 11:59:15;1;NA
10115;19591;2015-11-08 12:01:39;1;NA
19591;10115;2015-11-08 12:11:13;1;NA
19591;10115;2015-11-08 12:11:14;1;NA
19591;10115;2015-11-10 10:23:16;1;NA
10115;19591;2015-11-10 12:43:17;1;NA
19591;10115;2015-11-10 13:05:57;1;NA
19591;10115;2015-11-10 13:06:13;1;NA
10115;92038;2015-11-15 18:10:54;1;NA
10115;92038;2015-11-15 18:11:05;1;NA
92038;10115;2015-11-15 18:13:24;1;NA
92038;10115;2015-11-15 18:51:30;1;NA
10115;92038;2015-11-15 20:47:08;1;NA
92038;10115;2015-11-18 19:41:23;1;NA
10115;92038;2015-11-18 20:06:13;3;NA
10115;92038;2015-11-18 20:06:13;1;NA
92038;10115;2015-11-18 20:08:10;1;NA
10115;92038;2015-11-18 20:09:24;1;NA
92038;10115;2015-11-19 09:20:38;1;NA
10115;92038;2015-11-19 09:57:28;1;NA
10115;92038;2015-11-19 09:57:38;1;NA
92038;10115;2015-11-19 10:00:11;1;NA
10115;92038;2015-11-19 11:22:26;1;NA
10115;92038;2015-11-19 11:22:29;1;NA
19591;10115;2015-11-26 14:30:51;1;NA
10115;19591;2015-11-26 15:11:29;1;NA
10115;19591;2015-11-26 15:11:34;1;NA
19591;10115;2015-11-26 15:20:50;1;NA
10115;19591;2015-11-26 15:29:37;1;NA
19591;10115;2015-11-26 16:01:27;1;NA
10115;19591;2015-11-26 17:13:10;1;NA
19591;10115;2015-11-26 17:44:52;1;NA
10115;19591;2015-11-26 17:50:36;1;NA
19591;10115;2015-11-26 18:11:17;1;NA
10115;83612;2015-11-30 22:05:13;1;NA
10115;83612;2015-12-01 13:55:35;1;NA
10115;92038;2015-12-02 18:36:06;1;NA
92038;10115;2015-12-02 18:37:34;1;NA
10115;83612;2015-12-02 18:43:39;1;NA
10115;83612;2015-12-02 18:45:40;1;NA
10115;92038;2015-12-02 18:45:45;1;NA
10115;83612;2015-12-02 19:08:42;1;NA
10115;83612;2015-12-02 19:10:23;1;NA
10115;83612;2015-12-02 20:48:22;1;NA
10115;83612;2015-12-02 20:48:40;1;NA
10115;83612;2015-12-02 21:13:18;1;NA
10115;83612;2015-12-10 14:08:53;3;NA
10115;83612;2015-12-10 14:08:53;1;NA
92038;10115;2015-12-15 18:36:10;1;NA
10115;92038;2015-12-15 18:43:35;1;NA
92038;10115;2015-12-15 18:44:10;1;NA
10115;92038;2015-12-15 18:47:05;1;NA
92038;10115;2015-12-17 19:20:40;1;NA
10115;92038;2015-12-17 19:32:42;1;NA
72912;10115;2015-12-17 19:40:40;1;NA
10115;72912;2015-12-17 19:52:41;1;NA
72912;10115;2015-12-17 19:56:00;1;NA
10115;72912;2015-12-17 19:56:32;1;NA
72912;10115;2015-12-17 20:01:08;1;NA
10115;19591;2016-01-12 21:36:18;1;NA
19591;10115;2016-01-12 21:44:36;1;NA
10115;19591;2016-01-12 21:45:13;1;NA
10115;19591;2016-01-12 21:45:17;1;NA
19591;10115;2016-01-12 21:46:25;1;NA
19591;10115;2016-01-12 21:46:40;1;NA
10115;19591;2016-01-12 21:47:00;1;NA
10115;19591;2016-01-12 21:47:06;1;NA
10115;19591;2016-01-12 21:47:10;1;NA
19591;10115;2016-01-12 21:49:04;1;NA
19591;10115;2016-01-12 21:49:48;1;NA
10115;19591;2016-01-12 22:38:25;1;NA
19591;10115;2016-01-12 22:51:35;1;NA
10115;19591;2016-01-12 22:53:45;1;NA
10115;19591;2016-01-12 22:53:46;1;NA
10115;19591;2016-01-12 22:53:54;1;NA
19591;10115;2016-01-12 23:04:52;1;NA
27141;10115;2016-01-13 00:26:14;3;NA
27141;10115;2016-01-13 00:26:14;1;NA
10115;19591;2016-01-16 22:10:21;1;NA
19591;10115;2016-01-16 22:14:59;1;NA
10115;19591;2016-01-16 22:15:14;1;NA
10115;19591;2016-01-16 22:15:20;1;NA
19591;10115;2016-01-16 22:15:39;1;NA
27141;10115;2016-01-16 22:53:16;3;NA
27141;10115;2016-01-16 22:53:16;1;NA
19591;10115;2016-01-16 23:47:53;1;NA
10115;19591;2016-01-17 00:00:27;1;NA
92038;10115;2016-02-03 19:13:41;1;NA
10115;92038;2016-02-03 19:14:18;1;NA
92038;10115;2016-02-03 19:14:56;1;NA
10115;92038;2016-02-03 19:17:42;1;NA
71985;10115;2016-02-04 19:57:03;1;NA
10115;71985;2016-02-04 20:00:59;1;NA
71985;10115;2016-02-04 20:04:13;1;NA
10115;71985;2016-02-04 20:14:54;1;NA
71985;10115;2016-02-04 20:56:22;1;NA
10115;77838;2016-02-18 10:07:55;1;NA
10115;77838;2016-02-18 10:08:07;1;NA
77838;10115;2016-02-18 10:25:36;1;NA
10115;77838;2016-02-18 10:26:33;1;NA
77838;10115;2016-02-18 10:51:03;1;NA
10115;22408;2016-03-20 13:02:50;1;NA
10115;22408;2016-03-20 13:03:10;1;NA
10115;22408;2016-03-20 13:04:58;1;NA
10115;22408;2016-03-20 13:05:06;1;NA
10115;22408;2016-03-20 15:02:31;1;NA
10115;22408;2016-03-20 15:07:11;1;NA
10115;22408;2016-03-20 15:07:18;1;NA
10115;22408;2016-03-20 15:07:25;1;NA
92038;10115;2016-03-22 21:20:18;1;NA
10115;92038;2016-03-22 21:25:22;1;NA
10115;81420;2016-03-30 16:09:07;1;NA
10115;81420;2016-03-30 16:14:15;1;NA
10115;81420;2016-03-30 16:22:53;1;NA
10115;81420;2016-04-01 18:26:12;1;NA
10115;81420;2016-04-01 18:26:51;1;NA
10115;81420;2016-04-01 18:26:59;1;NA
10115;81420;2016-04-01 18:28:40;1;NA
10115;22408;2016-04-03 13:19:50;1;NA
10115;22408;2016-04-03 15:01:05;1;NA
10115;22408;2016-04-03 15:01:37;1;NA
10115;77838;2016-04-11 15:24:57;1;NA
77838;10115;2016-04-11 15:53:34;1;NA
10115;77838;2016-04-11 16:10:10;1;NA
10115;77838;2016-04-11 16:10:13;1;NA
77838;10115;2016-04-11 16:16:29;1;NA
10115;58196;2016-05-02 18:01:17;1;NA
10115;58196;2016-05-02 18:01:38;1;NA
58196;10115;2016-05-02 18:13:54;1;NA
10115;58196;2016-05-02 18:36:40;1;NA
58196;10115;2016-05-02 20:12:26;1;NA
10115;58196;2016-05-02 20:12:47;1;NA
10115;58196;2016-05-02 20:12:58;1;NA
58196;10115;2016-05-02 20:13:25;1;NA
10115;58196;2016-05-02 21:56:52;1;NA
58196;10115;2016-05-02 22:00:14;1;NA
10115;58196;2016-05-02 22:00:57;1;NA
58196;10115;2016-05-02 22:02:37;1;NA
10115;58196;2016-05-02 22:03:13;1;NA
58196;10115;2016-05-02 22:06:08;1;NA
10115;22119;2016-10-02 01:55:28;0;0
92038;10115;2016-12-17 10:26:32;1;NA
10115;92038;2016-12-17 12:38:54;1;NA
92038;10115;2016-12-17 13:01:24;1;NA
10115;92038;2016-12-17 13:07:04;1;NA
10115;92038;2016-12-17 13:07:06;1;NA
10115;26320;2017-01-18 14:53:56;3;NA
10115;26320;2017-01-18 14:56:12;3;NA
10115;26320;2017-01-22 19:51:47;3;NA
10115;26320;2017-01-22 20:13:24;3;NA
10115;26320;2017-01-22 20:14:19;3;NA
10115;26320;2017-02-01 15:12:34;3;NA
10115;26320;2017-02-01 15:17:47;3;NA
10115;26320;2017-02-01 15:17:50;3;NA
10115;26320;2017-02-01 18:54:27;3;NA
10115;26320;2017-02-02 16:57:06;3;NA
10115;26320;2017-02-02 20:32:16;3;NA
10115;26320;2017-02-02 20:52:12;3;NA
10115;26320;2017-02-09 15:11:04;3;NA
10115;26320;2017-02-09 15:25:52;3;NA
10115;26320;2017-02-09 15:26:04;3;NA
10115;26320;2017-02-09 15:26:13;3;NA
10115;26320;2017-02-24 20:30:58;3;NA
82490;10115;2017-03-02 18:55:59;1;NA
10115;82490;2017-03-02 20:00:36;1;NA
82490;10115;2017-03-02 20:14:12;1;NA
10115;82490;2017-03-02 20:46:06;1;NA
82490;10115;2017-03-02 20:47:49;1;NA
10115;82490;2017-03-02 21:12:37;1;NA
10115;82490;2017-03-02 21:13:01;1;NA
82490;10115;2017-03-02 23:44:00;1;NA
82490;10115;2017-03-02 23:46:07;1;NA
10115;82490;2017-03-03 13:03:05;1;NA
82490;10115;2017-03-03 13:18:24;1;NA
10115;82490;2017-03-03 13:20:08;1;NA
82490;10115;2017-03-03 13:20:37;1;NA
10115;82490;2017-03-03 13:22:59;1;NA
10115;82490;2017-03-03 13:31:00;3;NA
10115;82490;2017-03-03 13:31:00;1;NA
10115;26320;2017-03-05 11:04:27;3;NA
10115;26320;2017-03-05 11:04:51;3;NA
10115;26320;2017-03-05 11:13:55;3;NA
10115;26320;2017-03-05 17:37:39;3;NA
82490;10115;2017-03-07 17:51:57;1;NA
82490;10115;2017-03-07 17:52:01;3;NA
82490;10115;2017-03-07 17:52:01;3;NA
82490;10115;2017-03-07 17:52:01;1;NA
82490;10115;2017-03-07 17:52:52;1;NA
10115;82490;2017-03-07 20:01:31;1;NA
10115;77838;2017-03-11 05:02:16;1;NA
82490;10115;2017-04-06 16:28:24;1;NA
10115;82490;2017-04-06 16:36:43;1;NA
10115;82490;2017-04-06 16:36:54;1;NA
82490;10115;2017-04-06 16:39:56;1;NA
82490;10115;2017-04-06 16:41:20;1;NA
82490;10115;2017-04-08 17:17:02;1;NA
10115;82490;2017-04-08 20:47:10;1;NA
10115;26320;2017-04-28 14:12:33;3;NA
10115;26320;2017-04-30 11:45:37;3;NA
10115;22066;2017-05-01 12:48:59;1;NA
10115;22066;2017-05-01 12:51:13;1;NA
10115;22066;2017-05-01 12:51:18;1;NA
10115;22066;2017-05-01 14:30:58;1;NA
10115;93485;2017-05-10 22:38:06;1;NA
10115;93485;2017-05-10 22:38:23;1;NA
93485;10115;2017-05-10 22:46:32;1;NA
10115;93485;2017-05-10 22:56:15;1;NA
10115;93485;2017-05-10 22:57:20;1;NA
93485;10115;2017-05-10 22:59:26;1;NA
10115;77838;2017-06-02 00:25:27;1;NA
10115;77838;2017-06-02 07:22:24;1;NA
77838;10115;2017-06-02 08:46:47;1;NA
10115;77838;2017-06-02 08:52:12;1;NA
77838;10115;2017-06-02 09:38:17;1;NA
10115;77838;2017-06-02 09:55:59;1;NA
10115;77838;2017-06-02 09:56:04;1;NA
77838;10115;2017-06-02 10:05:30;1;NA
10115;19245;2017-09-20 13:48:46;1;NA
10115;19245;2017-09-24 12:02:40;1;NA
